Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in),
9/14/2020,83,60.2,49,56,49.6,45,100,73.7,27,9,2.8,0,29.6,29.6,29.5,0,
9/15/2020,77,64.3,57,53,51.9,50,83,66.3,42,8,3.1,0,29.7,29.6,29.6,0,
9/16/2020,79,63.7,50,63,54.1,47,97,73,46,12,3.9,0,29.6,29.6,29.6,0,
9/17/2020,74,63.1,52,64,58.5,51,97,85.8,59,9,2.3,0,29.6,29.6,29.5,0,
9/18/2020,67,62.7,60,63,59.4,55,94,89.1,78,14,6.2,0,29.6,29.6,29.5,1,
9/19/2020,74,62.9,57,59,57.4,54,96,83.2,53,8,2.1,0,29.7,29.7,29.6,1.16,
9/20/2020,74,57.5,51,58,53.6,50,97,87.8,53,9,2.5,0,29.7,29.7,29.6,0.03,
9/21/2020,78,59.1,49,57,52.1,48,97,80.2,43,13,5.6,0,29.6,29.6,29.6,0,
9/22/2020,73,63.3,56,56,54.4,53,90,74.3,49,8,5,0,29.7,29.6,29.6,0,
9/23/2020,82,66,59,62,55.9,51,90,73,35,28,11.9,5,29.6,29.5,29.4,0,
9/24/2020,71,62.1,55,58,54.3,52,93,77.3,53,15,7.2,0,29.7,29.6,29.6,0.46,
9/25/2020,64,59.9,55,58,54.9,50,93,84,63,21,11.9,5,29.7,29.6,29.5,0,
9/26/2020,70,60,52,57,54,51,97,82,57,9,5.1,0,29.9,29.8,29.7,0.1,
9/27/2020,74,55,48,55,49.7,47,97,84.7,45,22,5.3,0,30,29.9,29.9,0,
9/28/2020,83,64.4,47,54,50,45,93,62.9,35,21,8.9,0,29.9,29.7,29.6,0,
9/29/2020,84,64,47,60,51.3,45,93,67.8,34,6,2.5,0,29.7,29.6,29.6,0,
9/30/2020,79,62.8,49,60,54.7,47,93,77.1,45,7,3,0,29.8,29.7,29.7,0,
10/1/2020,77,58.5,49,62,54.7,48,100,88.7,54,8,2.7,0,29.8,29.8,29.7,0,
10/2/2020,85,58.2,50,63,53.9,49,100,87.6,43,7,2.1,0,29.7,29.7,29.6,0,
10/3/2020,77,55.9,48,60,52.2,46,100,88.6,50,7,2.4,0,29.7,29.7,29.6,0,
10/4/2020,65,54.3,48,58,52.1,46,100,92.5,77,10,3.4,0,29.8,29.7,29.6,0,
10/5/2020,71,54.9,47,55,51.4,46,100,89,57,12,3.6,0,29.8,29.8,29.7,0,
10/6/2020,76,54,46,56,49.7,44,100,87.3,48,7,2.3,0,29.7,29.7,29.6,0,
10/7/2020,77,56.1,46,59,51.4,44,100,85.8,48,12,3.7,0,29.6,29.5,29.4,0,
10/8/2020,73,59.6,51,57,53,50,97,80.3,53,9,4.8,0,29.6,29.5,29.5,0,
10/9/2020,70,58.4,50,56,52.9,49,97,82.8,58,15,6.2,0,29.5,29.5,29.4,0,
10/10/2020,63,57.9,51,56,53.1,48,94,84.4,62,12,7.4,3,29.7,29.4,29.3,0.41,
10/11/2020,63,58,52,55,50.9,48,90,77.6,63,23,14.3,0,29.8,29.7,29.6,0.39,
10/12/2020,67,59,53,56,52.9,49,93,81.1,52,15,6.3,0,29.9,29.8,29.7,0.34,
10/13/2020,65,59,49,60,54.3,48,97,84.6,73,21,8.7,0,29.9,29.7,29.6,0,
10/14/2020,65,49.3,45,51,46.1,43,100,90.4,50,14,5.3,0,30.1,30,29.9,0.23,
10/15/2020,63,51.8,44,47,44.3,41,90,76.7,56,17,10.1,0,30.1,30.1,30,0,
10/16/2020,71,53.4,40,55,45.9,38,93,78.2,45,8,2.5,0,30,29.9,29.8,0,
10/17/2020,69,58.5,51,57,52.7,48,97,81.9,54,8,4.6,0,29.8,29.8,29.8,0,
10/18/2020,69,59,51,56,52.3,49,93,79.5,61,10,6.3,0,29.8,29.8,29.7,0,
10/19/2020,66,57.2,51,55,51.9,48,97,83.6,58,8,3.5,0,29.8,29.8,29.8,0,
10/20/2020,66,54.7,45,51,47.7,43,100,78.8,52,7,3.9,0,29.8,29.8,29.7,0,
10/21/2020,62,52.7,40,50,44.2,35,90,74.2,50,10,6.5,0,29.9,29.8,29.7,0,
10/22/2020,57,42.6,32,40,35.4,30,93,77.1,47,15,5.5,0,30,29.9,29.9,0,
10/23/2020,62,48.9,31,53,41,29,92,76,43,12,7.1,0,29.9,29.7,29.6,0,
10/24/2020,61,53.7,41,54,46,33,93,76.5,46,20,8.3,0,29.8,29.7,29.6,0.01,
10/25/2020,52,40.4,31,31,21.8,18,73,50.3,26,25,15.6,8,30.1,29.9,29.8,0,
10/26/2020,54,37.4,25,30,22.5,18,82,58,26,10,3.5,0,30.1,30,30,0,
10/27/2020,59,41.6,27,44,33.1,22,93,73.3,49,18,4,0,30,30,29.9,0,
10/28/2020,63,39.7,31,47,35.5,29,100,86.2,52,8,2.1,0,29.9,29.8,29.8,0,
10/29/2020,50,48.3,46,48,46.5,45,100,93.7,89,7,3.9,0,29.7,29.7,29.7,0,
10/30/2020,58,45.1,36,52,42.8,35,100,92.2,77,10,5.7,0,29.9,29.7,29.7,0,
10/31/2020,57,41,34,43,37.1,32,97,86.7,57,16,4.7,0,29.9,29.9,29.8,0,
11/1/2020,62,39.4,32,44,35.7,30,97,88,50,7,1.8,0,29.8,29.8,29.8,0,
11/2/2020,66,41,33,49,37.5,31,100,88.7,54,9,1.8,0,29.8,29.7,29.6,0,
11/3/2020,67,54.4,41,55,48.2,39,97,80.7,56,14,7.5,5,29.7,29.6,29.6,0,
11/4/2020,71,61,55,57,54.1,52,93,79.1,55,20,8.8,5,29.9,29.8,29.7,0.02,
11/5/2020,61,57.7,50,57,54.2,46,93,88,83,15,7.5,0,29.9,29.7,29.4,0,
11/6/2020,56,48.2,41,46,43.4,39,93,83.8,57,12,5.7,0,29.4,29.4,29.4,0.13,
11/7/2020,52,39.6,32,44,36.5,30,96,89.1,71,15,5.5,0,29.5,29.4,29.3,0.06,
11/9/2020,46,42.8,29,36,32.4,26,89,67.5,58,14,8.2,3,29.9,29.8,29.8,0,
11/10/2020,52,45.4,42,45,41.3,38,90,85.7,68,17,9.2,3,29.8,29.8,29.7,0.02,
11/11/2020,53,39.1,31,44,35.8,29,97,88.8,59,8,4.3,0,29.8,29.8,29.7,0.17,
11/12/2020,50,38.5,27,40,33.1,25,96,82.2,66,16,7.1,0,29.7,29.6,29.4,0,
11/13/2020,56,48.5,41,50,43.5,38,93,83,71,22,12,3,29.7,29.3,29.1,0.17,
11/14/2020,50,46.9,43,48,42.9,39,97,86,71,21,10.2,3,29.8,29.6,29.4,0.78,
11/15/2020,57,52,49,50,48.4,47,93,87.4,74,9,5.8,0,29.8,29.7,29.5,1.21,
11/16/2020,64,52.1,49,55,49.5,47,97,91.5,70,10,3.8,0,29.7,29.5,29.1,0.44,
11/17/2020,59,48.7,42,51,44.9,40,100,87.2,62,23,8.5,0,29.4,29.1,29,0.14,
11/18/2020,54,47.3,44,46,42.7,39,93,84.1,69,21,12.3,5,29.7,29.4,29.2,0.24,
11/19/2020,53,43.8,35,43,39.2,33,93,83.8,66,13,7.6,3,30.1,29.9,29.7,1.29,
11/20/2020,48,35.4,29,40,32.8,27,97,90.6,71,8,5.4,0,30.1,30.1,30,0.1,
11/21/2020,38,36.6,35,37,34.9,33,97,93.8,89,9,5.1,0,30.1,30,29.8,0,
11/22/2020,48,38.1,32,43,35.4,31,100,90.4,68,10,5.9,0,29.8,29.7,29.6,0,
11/23/2020,51,44.4,38,46,41.1,36,97,88.7,80,12,6.6,3,29.8,29.7,29.6,0.14,
11/24/2020,54,43.8,37,46,39.9,36,97,87.3,69,16,8.7,5,29.8,29.7,29.6,0.02,
11/25/2020,50,45,39,43,40.9,37,93,85.7,74,16,9,3,30,29.8,29.7,0.21,
11/26/2020,53,41.8,31,44,38.2,29,93,87.6,61,7,2.6,0,30.1,30,30,0.06,
11/27/2020,40,34.5,30,37,32.8,28,100,93.7,86,7,1.7,0,30,29.9,29.8,0.01,
11/28/2020,50,37.6,31,41,35,30,100,91.1,66,10,5.8,0,30,29.9,29.9,0,
11/29/2020,48,40.1,34,39,36.8,31,100,88.8,71,8,3,0,29.9,29.8,29.7,0,
11/30/2020,52,41.7,33,45,38.1,32,97,87.7,66,15,6.6,0,30.1,29.9,29.7,0.06,
12/1/2020,40,35.9,32,37,34.3,30,100,94.2,89,15,4.2,0,30.1,30,29.8,0.13,
12/2/2020,49,34.9,30,36,31.7,29,96,89.1,61,6,2.2,0,29.8,29.8,29.8,0,
12/3/2020,48,36.4,31,40,32.6,28,93,86.8,66,7,2.4,0,30.1,29.9,29.8,0,
12/4/2020,45,33.3,29,37,30.8,27,96,90.8,71,5,1.8,0,30.1,30,29.8,0,
12/5/2020,46,34.3,28,44,31.4,26,97,89.2,76,8,4.6,0,29.8,29.8,29.7,0,
12/6/2020,57,43.9,35,48,41.1,34,97,90.4,64,10,4.2,0,30.1,30,29.9,0.19,
12/7/2020,53,40.7,37,45,38.7,36,100,93,71,7,4.4,0,30.1,30,29.9,0.01,
12/8/2020,61,48.1,36,50,42.6,35,97,82.4,58,10,5.1,0,29.9,29.8,29.7,0,
12/9/2020,55,44,34,51,40.1,32,97,86.9,62,9,2.6,0,30,29.9,29.8,0.09,
12/10/2020,46,39.6,34,42,37.3,32,100,91.6,82,12,6.3,0,29.9,29.7,29.6,0,
12/11/2020,47,41.1,36,40,37.5,35,97,87.5,71,17,6.1,0,29.8,29.7,29.6,0.08,
12/12/2020,46,40.1,38,39,37.1,36,97,89.4,73,10,3.5,0,29.8,29.7,29.6,0.37,
12/13/2020,50,45.3,39,46,42.5,36,93,90.5,86,15,6.6,0,29.8,29.6,29.6,0.15,
12/14/2020,50,40.5,35,43,37.6,34,100,90,74,14,6,0,30,29.9,29.8,0.47,
12/15/2020,50,46.5,42,47,43.3,38,97,88.5,76,18,9.5,0,29.9,29.8,29.7,0.02,
12/16/2020,51,45.6,40,48,42.8,38,97,90.2,79,20,8.9,0,29.8,29.6,29.3,0.13,
12/17/2020,51,44.9,38,45,41.5,35,93,88.2,77,12,7.5,5,29.9,29.7,29.5,0.51,
12/18/2020,51,46.1,40,47,41.1,38,97,83.4,66,17,10.8,0,29.9,29.8,29.7,0,
12/19/2020,53,50.6,48,50,46.7,45,93,86.7,77,18,11.2,6,29.9,29.9,29.8,0.03,
12/20/2020,56,53,50,54,50.9,48,96,92.8,89,16,9.2,0,29.8,29.8,29.7,1.23,
12/21/2020,58,53.3,40,53,49,37,90,85.6,78,25,13.1,5,29.7,29.6,29.4,1.41,
12/22/2020,48,38.8,34,40,35.4,32,97,87.6,71,12,4.1,0,30.1,30,29.8,0.1,
12/23/2020,39,35.4,33,35,33.7,32,97,93.7,86,10,4.9,0,30.1,30,29.8,0.06,
12/24/2020,38,33.6,31,34,31.9,29,100,93.5,83,8,2.5,0,29.9,29.7,29.6,0,
12/25/2020,50,37.5,33,45,35.2,32,96,91.6,83,21,5.6,0,29.6,29.4,29.3,0,
12/26/2020,50,46,44,44,42,38,97,86,77,17,8.1,0,29.8,29.6,29.4,0.9,
12/27/2020,49,40.9,35,40,35.7,31,93,82.3,68,12,6.2,0,29.7,29.6,29.5,0.09,
12/28/2020,46,35,27,36,30.3,25,92,83.2,68,13,5.7,0,29.8,29.7,29.6,0,
12/29/2020,42,31.2,25,36,28.1,23,96,88.1,73,8,3.1,0,29.9,29.9,29.8,0,
12/30/2020,49,45.5,40,45,40.2,34,93,82.2,56,18,11.6,3,29.8,29.6,29.5,0.01,
12/31/2020,52,47.6,44,47,44.3,42,93,88.4,83,15,9,5,29.8,29.8,29.7,0.53,
1/1/2021,55,48.8,47,45,42.4,41,90,79.3,62,21,12.3,6,29.7,29.6,29.4,0.07,
1/2/2021,51,49.3,46,47,44.5,41,89,83.5,80,21,15.5,8,29.7,29.6,29.4,0.19,
1/3/2021,52,49.4,42,48,45.3,40,93,85.8,77,21,7.8,0,29.7,29.6,29.4,0.65,
1/4/2021,52,48.4,43,48,43.7,39,93,83.7,71,24,9.8,0,29.8,29.4,29.1,0.1,
1/5/2021,50,44.9,37,40,36.9,34,89,74.3,59,16,9.3,5,29.8,29.7,29.6,0.81,
1/6/2021,50,47.5,45,46,43.5,37,93,86.2,68,16,7.2,0,29.8,29.6,29.5,0.03,
1/7/2021,54,44.8,40,45,41.5,38,96,88.7,62,12,5.4,0,29.9,29.8,29.6,0.58,
1/8/2021,52,43.2,35,44,39.6,32,96,87.6,66,12,6.4,0,30,29.9,29.6,0.23,
1/9/2021,49,38.8,36,40,37,35,100,93.5,71,14,3.5,0,30,29.9,29.7,0.03,
1/10/2021,55,46.3,40,47,43.1,39,97,88.9,72,15,5.2,0,29.9,29.8,29.8,0.18,
1/11/2021,53,47.1,38,46,41.4,36,96,81.1,66,15,8.2,0,29.8,29.7,29.5,0.07,
1/12/2021,60,56.7,52,57,52.8,47,93,86.7,83,22,16.8,13,29.5,29.4,29.4,0.24,
1/13/2021,59,49,41,55,43.2,40,96,81.1,59,23,6.1,0,30.1,29.9,29.5,1.08,
1/14/2021,54,43.7,37,45,39.7,36,96,86.4,66,9,2.5,0,30,30,30,0,
1/15/2021,50,49.5,49,49,47.8,47,96,93.8,93,12,9.8,8,30,30,30,0,
1/16/2021,50,47.7,46,47,44.8,44,96,89.6,80,13,6,0,30,30,29.9,0.07,
1/17/2021,55,46.8,42,48,44,40,97,90.5,74,20,6.3,0,30.1,30.1,30,0,
1/18/2021,46,42,34,42,39,32,96,89.1,76,15,9.5,0,30.1,30.1,30,0.03,
1/19/2021,50,37.8,32,40,34.6,29,100,89.2,63,12,5.6,0,30,30,29.9,0,
1/20/2021,46,34.2,27,38,30.7,25,96,87.1,66,8,2,0,29.9,29.8,29.7,0,
1/21/2021,47,43.2,39,41,39.1,37,93,85.7,77,12,4.9,0,29.7,29.6,29.5,0,
1/22/2021,48,41,33,37,35.1,30,92,80.1,63,10,4.8,0,29.7,29.6,29.5,0,
1/23/2021,48,36.2,27,35,30.8,24,96,81.7,58,8,3.9,0,29.8,29.7,29.6,0,
1/24/2021,44,38.4,33,38,34.2,30,93,84.9,76,18,8.5,0,29.6,29.4,29.3,0,
1/25/2021,44,36.4,33,37,32.9,30,96,87.2,71,9,5.5,0,29.5,29.5,29.5,0.12,
1/26/2021,41,36.3,31,36,32.4,27,93,86.3,57,22,7.6,0,29.5,29.1,29,0.03,
1/27/2021,45,39.7,33,39,36.2,31,96,87.3,76,18,6.9,0,29.2,29.1,29,0.41,
1/28/2021,47,43.5,41,41,39.5,38,93,86.2,74,12,5.6,0,29.4,29.3,29.2,0.33,
1/29/2021,48,42.4,37,40,38.2,35,100,85.7,66,14,5.1,0,29.5,29.4,29.4,0.01,
1/30/2021,53,47.3,42,45,41.4,38,93,80.4,61,20,7.6,0,29.6,29.5,29.5,0.04,
1/31/2021,55,49.8,47,48,45.5,43,93,85.5,66,24,8,3,29.6,29.5,29.5,0.26,
2/1/2021,50,47.8,43,47,45,41,93,90.2,83,10,3.6,0,29.5,29.4,29.3,0.2,
2/2/2021,51,45.1,41,43,39.7,36,93,81.7,63,23,12.8,3,29.6,29.6,29.4,0.5,
2/3/2021,49,39.9,32,39,35.2,31,96,83.9,66,22,8.6,3,30,29.8,29.4,0.79,
2/4/2021,50,36.9,30,39,32.7,28,96,85.8,59,9,5.3,0,30.1,30.1,30,0,
2/5/2021,52,45.1,42,45,40.8,37,93,85.1,74,13,9.1,5,30,30,29.9,0,
2/6/2021,50,44.7,41,42,39.9,37,93,83.6,71,14,7.1,0,30,29.9,29.8,0.01,
2/7/2021,49,42.9,35,42,38.5,33,97,85.5,56,7,3.7,0,29.8,29.8,29.7,0,
2/8/2021,47,39.8,32,38,34.3,30,93,81.7,61,10,5,0,29.7,29.7,29.6,0,
2/9/2021,47,39.8,32,37,33.5,29,89,79,61,7,4.7,0,29.7,29.7,29.7,0,
2/10/2021,46,35.4,28,37,31.4,26,100,85.9,65,8,1.9,0,29.8,29.8,29.7,0,
2/11/2021,41,37.7,33,38,35.3,31,96,91.2,86,15,7.5,0,29.7,29.5,29.4,0,
2/12/2021,36,33.8,32,34,31.9,30,96,92.7,89,9,5.2,0,29.6,29.5,29.3,0.42,
2/13/2021,51,45.5,36,44,41.1,34,93,84.8,74,21,9.6,3,29.6,29.5,29.2,0.89,
2/14/2021,49,46.1,44,44,41.4,39,90,83.5,77,18,10.8,8,29.6,29.5,29.3,0.14,
2/15/2021,52,48.5,45,48,43.3,40,93,82.3,71,20,12.2,6,29.7,29.5,29.3,0.21,
2/16/2021,51,44.8,38,41,38.7,36,93,79.6,59,14,8.6,5,29.9,29.8,29.7,0.02,
2/17/2021,51,42.5,35,38,35.3,33,97,77.3,50,7,3.5,0,30,29.9,29.9,0,
2/18/2021,49,46,40,46,42,35,93,86,71,20,8.4,3,29.9,29.7,29.6,0,
2/19/2021,50,45.2,41,45,41.3,39,93,86.3,77,16,7.7,0,29.8,29.7,29.6,0.39,
2/20/2021,51,44.2,39,41,38.6,36,96,81.6,59,14,5.2,0,30.1,29.9,29.7,0.2,
2/21/2021,52,47.4,44,43,40.3,36,83,76.4,71,18,11.6,8,30.2,30.1,30.1,0,
2/22/2021,56,49.5,43,50,44.3,39,93,82.3,71,17,11.4,6,30.1,30,29.9,0,
2/23/2021,51,40.2,34,40,35.6,31,97,84.7,59,14,6.4,3,30.1,30.1,30,0.06,
2/24/2021,50,39.8,33,37,33.4,31,96,79.2,56,13,5.2,0,30.2,30.1,30,0,
2/25/2021,50,43,35,43,38.3,32,93,83.4,71,17,9.4,3,30,30,29.9,0,
2/26/2021,47,43.4,40,41,37.7,35,89,80.7,68,20,11.4,6,29.9,29.8,29.8,0.06,
2/27/2021,49,43.5,39,40,38,36,93,81.5,61,10,5.5,0,30,29.9,29.8,0.14,
2/28/2021,59,45.2,34,42,37.5,32,92,76.5,46,6,4.3,0,30,29.9,29.7,0.03,
3/1/2021,63,47.5,36,45,39.8,34,97,77.1,41,10,4.7,0,29.7,29.7,29.6,0,
3/2/2021,60,47.3,36,45,39.7,33,93,76.3,53,13,5.8,0,29.7,29.6,29.5,0,
3/3/2021,56,41.8,37,42,37.7,34,97,86.3,55,8,3.4,0,29.5,29.4,29.4,0,
3/4/2021,61,47,38,45,39.1,34,93,75.7,36,10,5,0,29.6,29.6,29.5,0,
3/5/2021,49,43.9,36,45,39.9,33,93,85.9,77,14,7.9,3,29.6,29.6,29.5,0,
3/6/2021,52,44.3,40,40,38.3,37,93,80.4,59,17,8.5,0,29.7,29.7,29.6,0.38,
3/7/2021,51,44.1,38,38,35.4,31,89,73,46,20,9,0,29.8,29.7,29.6,0.08,
3/8/2021,53,41.4,35,39,35.6,32,93,81.2,52,22,6.4,0,29.6,29.6,29.5,0.03,
3/9/2021,54,43.2,37,41,37.1,34,93,80.1,53,14,7.6,3,29.6,29.6,29.5,0.17,
3/10/2021,50,39.7,34,40,36.2,33,100,87.9,66,12,4.2,0,29.7,29.6,29.5,0.23,
3/11/2021,55,42.4,35,42,36.8,33,97,81.6,57,8,3.7,0,29.9,29.8,29.7,0,
3/12/2021,60,39,30,43,34.1,29,100,84.2,44,10,3.2,0,29.9,29.9,29.8,0,
3/13/2021,65,43.7,31,41,35.7,29,97,76.6,36,13,5.7,0,29.9,29.8,29.7,0,
3/14/2021,50,45.1,39,42,39.5,36,93,80.8,71,17,9,0,29.7,29.6,29.5,0,
3/15/2021,48,39.5,32,36,32.2,28,93,77.3,48,8,3,0,29.8,29.8,29.7,0.2,
3/16/2021,52,37.8,28,36,31.7,26,100,80.9,48,8,2.3,0,29.8,29.8,29.6,0.03,
3/17/2021,62,44.9,32,42,34.8,29,92,70.9,38,8,4.1,0,29.7,29.6,29.5,0,
3/18/2021,61,47.3,40,47,40.5,35,89,77.8,52,22,7.7,0,29.6,29.5,29.4,0,
3/19/2021,54,45,38,42,38.2,35,89,77.9,57,25,11.4,3,29.7,29.7,29.6,0.11,
3/20/2021,54,44.9,39,43,39.2,36,93,80.9,61,18,8.8,0,30,29.9,29.7,0.09,
3/21/2021,50,44.6,39,40,37.4,33,93,76.8,54,10,5.8,0,30.1,30,29.9,0.05,
3/22/2021,50,44.9,36,44,38.2,32,89,77.8,61,16,10.3,0,29.9,29.8,29.8,0.08,
3/23/2021,54,41.8,31,38,33.9,29,96,75.5,51,16,6.7,0,30.1,30,29.9,0.03,
3/24/2021,50,43.2,35,44,38.7,32,89,84.3,76,14,8.9,3,30,29.7,29.5,0,
3/25/2021,53,45.4,37,41,37.9,34,89,75.4,59,12,6.7,0,29.7,29.6,29.5,0.06,
3/26/2021,59,45.2,34,41,36.7,31,96,74.5,47,7,2.6,0,30,29.9,29.8,0.06,
3/27/2021,64,42.1,32,48,37.4,31,97,84.8,48,8,2.5,0,30,30,29.9,0,
3/28/2021,56,46,39,43,39,34,93,77.7,57,21,12,3,29.9,29.8,29.7,0,
3/29/2021,53,42,33,40,34,30,92,74.6,52,9,5.5,0,30.1,30,30,0.05,
3/30/2021,56,42,30,37,32.7,27,96,72.1,43,18,6.8,0,30.1,30,30,0.03,
3/31/2021,65,47.6,32,46,38,29,92,71.8,43,10,5.3,0,30,29.8,29.6,0,
4/1/2021,72,53.9,37,44,36.3,31,93,58.7,22,15,8.5,3,29.6,29.6,29.5,0,
4/2/2021,62,49.1,37,44,39,33,89,69.8,46,8,4.5,0,29.7,29.6,29.6,0,
4/3/2021,64,49.6,38,46,40.7,35,93,73.7,46,10,3.8,0,29.8,29.7,29.7,0,
4/4/2021,60,48.4,36,45,38.8,27,89,71.2,45,13,7.3,0,29.9,29.8,29.8,0,
4/5/2021,57,43.5,29,36,30.5,25,85,63.3,36,13,5.9,0,29.9,29.8,29.7,0,
4/6/2021,65,47.5,30,44,36.4,27,89,68,39,10,4.5,0,29.8,29.7,29.6,0,
4/7/2021,54,46.5,41,41,38.5,37,86,74.2,57,13,9.2,0,29.8,29.8,29.7,0,
4/8/2021,57,48.1,39,42,37.4,32,90,69,39,13,5.8,0,29.9,29.9,29.8,0,
4/9/2021,62,45.2,31,36,33,27,92,65.8,34,15,4.4,0,29.9,29.8,29.7,0.02,
4/10/2021,51,44.9,37,41,35.3,30,89,70.3,44,15,9,3,29.9,29.9,29.8,0,
4/11/2021,58,43.9,30,34,30,26,85,61.6,36,20,12.6,0,29.9,29.8,29.8,0.02,
4/12/2021,66,49.7,35,33,28.7,26,76,48.4,23,21,12.3,0,29.8,29.7,29.6,0,
4/13/2021,66,51.7,38,30,27,23,65,42.1,20,25,17.3,9,29.7,29.7,29.7,0,
4/14/2021,67,53.5,37,38,29.7,26,67,43.4,22,21,11.2,0,29.7,29.7,29.6,0,
4/15/2021,73,53.9,35,44,36.3,29,86,55.3,29,16,6.3,0,29.7,29.6,29.6,0,
4/16/2021,80,58.9,39,44,37.3,31,86,50.5,17,21,8.5,0,29.7,29.7,29.6,0,
4/17/2021,82,61.5,41,49,39.5,33,76,47.8,21,13,5.4,0,29.8,29.7,29.7,0,
4/18/2021,81,62.5,44,46,42.5,38,83,52.7,25,10,4.7,0,29.8,29.8,29.7,0,
4/19/2021,75,58.1,42,45,40.6,36,80,55.3,28,10,4.4,0,29.8,29.8,29.7,0,
4/20/2021,74,58.3,48,45,38.6,30,83,53.8,21,20,10.2,0,29.8,29.7,29.6,0,
4/21/2021,76,58.6,40,42,38.2,33,86,51.3,22,17,7,0,29.7,29.6,29.5,0,
4/22/2021,70,53.4,41,44,39,33,89,62.1,29,15,7.8,0,29.6,29.6,29.6,0,
4/23/2021,64,50.8,37,44,38.4,34,89,65.6,38,10,6.2,0,29.6,29.6,29.5,0,
4/24/2021,56,49.2,44,48,43.6,40,93,81.2,69,20,9,5,29.5,29.4,29.4,0.01,
4/25/2021,57,49.2,43,45,42.1,40,90,77.4,55,13,6.8,3,29.4,29.4,29.4,0.19,
4/26/2021,59,49.3,42,44,40.5,37,89,73.4,44,12,6,0,29.7,29.6,29.5,0.09,
4/27/2021,68,46.5,35,45,39.5,33,100,80.5,39,9,2.5,0,29.8,29.7,29.7,0.01,
4/28/2021,75,57.5,37,52,45,36,96,66.5,36,10,3.7,0,29.9,29.8,29.8,0,
4/29/2021,80,60.8,46,48,42.4,28,89,57,21,15,5.9,0,29.9,29.8,29.8,0,
4/30/2021,75,59.6,45,55,48.5,39,94,68.3,48,13,5.9,0,29.9,29.8,29.7,0,
5/1/2021,61,55.5,52,56,50.9,45,97,85.2,60,13,6.3,0,29.8,29.7,29.7,0.41,
5/2/2021,65,55,45,49,46.2,40,93,74,45,9,3.5,0,29.8,29.8,29.8,0.09,
5/3/2021,68,54.8,41,53,45.5,38,93,73.8,45,10,3.6,0,29.8,29.8,29.7,0.04,
5/4/2021,70,57.9,49,52,48.8,42,93,74.2,42,14,5.2,0,29.8,29.8,29.7,0.01,
5/5/2021,77,60.1,43,58,47.8,40,93,66,45,10,5.5,0,29.7,29.6,29.4,0,
5/6/2021,65,55.4,48,52,45.5,42,83,70.1,48,17,9,0,29.8,29.7,29.5,0,
5/7/2021,61,50.7,41,47,39.4,34,93,68.5,38,15,6.9,0,30,29.9,29.8,0.07,
5/8/2021,62,50.2,36,44,38.7,33,96,67.6,42,7,3.5,0,30,30,29.9,0.01,
5/9/2021,67,55.1,47,47,44.4,42,90,69.9,42,14,5.6,0,29.9,29.9,29.8,0,
5/10/2021,70,55.4,42,47,43.4,39,93,68,33,18,10,3,29.9,29.8,29.7,0,
5/11/2021,75,59.6,45,46,43,37,86,58.8,25,18,10,3,29.8,29.7,29.7,0,
5/12/2021,78,61.8,42,52,45.4,40,93,59.8,31,14,5.5,0,29.7,29.7,29.6,0,
5/13/2021,79,66,46,55,49,43,87,57.4,32,16,7.6,0,29.8,29.7,29.6,0,
5/14/2021,79,62.5,50,51,48.3,46,89,63.5,32,18,8.3,0,29.7,29.7,29.6,0,
5/15/2021,78,60.8,41,52,45.3,38,89,60.8,31,20,8.2,0,29.7,29.6,29.5,0,
5/16/2021,81,62.8,46,54,46.7,42,93,61.1,28,13,5,0,29.6,29.6,29.5,0,
5/17/2021,71,56.3,49,50,46.5,44,86,70.9,45,20,10,5,29.7,29.6,29.6,0,
5/18/2021,63,53.5,42,49,41.3,37,93,66,38,14,6,0,29.8,29.8,29.7,0,
5/19/2021,55,47,37,44,39.3,34,93,75.4,51,13,4.1,0,29.7,29.7,29.7,0,
5/20/2021,57,47.7,40,46,41.3,37,93,79.5,51,9,5.8,0,29.8,29.8,29.7,0.17,
5/21/2021,63,45.3,37,47,39.7,36,97,83,52,14,3.3,0,29.8,29.8,29.7,0.11,
5/22/2021,70,54.5,44,48,42.9,36,93,67.9,35,16,4.4,0,29.8,29.7,29.6,0,
5/23/2021,64,54.6,42,50,45.7,38,89,72.9,58,12,7.8,0,29.8,29.8,29.7,0,
5/24/2021,68,56.3,51,55,50.8,48,97,82.5,56,14,4.8,0,29.8,29.7,29.7,0,
5/25/2021,63,54.4,47,54,49.8,44,100,85.7,58,14,5.1,0,29.8,29.7,29.7,0.32,
5/26/2021,75,52.2,40,50,43.8,39,100,76.9,33,14,3.2,0,29.8,29.8,29.6,0.03,
5/27/2021,64,55.1,45,52,45.2,40,90,70.7,46,16,10.4,5,29.9,29.7,29.6,0,
5/28/2021,71,56.6,44,46,43,40,90,64.1,35,20,9.9,0,29.9,29.8,29.7,0.03,
5/29/2021,79,61.5,44,51,45,40,86,58.8,30,13,6.3,0,29.7,29.7,29.6,0,
5/30/2021,84,66.4,47,53,48.5,43,89,56.5,31,14,6.1,0,29.7,29.7,29.6,0,
5/31/2021,87,69.8,49,55,49.8,45,86,53.4,26,16,6.5,0,29.8,29.7,29.6,0,
6/1/2021,93,75,54,61,55.6,51,90,54.8,32,10,5,0,29.7,29.6,29.4,0,
