Date,TimeOfCall,Age,Gender,Race,Language,City,Reason for Dispatch
6/11/2021,22:32:55,60,Female,White,English,Springfield,Public Assist
6/11/2021,23:10:00,Unavailable,Male,White,English,Springfield,Check Welfare
6/11/2021,23:28:19,40,Female,White,English,Springfield,Public Assist
6/12/2021,1:48:34,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
6/12/2021,2:05:36,34,Female,White,English,Springfield,Counseling
6/12/2021,3:06:59,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/11/2021,11:09:48,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/11/2021,11:25:01,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/11/2021,11:29:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/11/2021,11:58:00,49,Male,Chose not to Disclose,English,Eugene,Public Assist
6/11/2021,13:00:00,Unavailable,Female,Chose not to Disclose,English,Eugene,Public Assist
6/11/2021,13:47:00,35,Female,Alaska Native,English,Eugene,Public Assist
6/11/2021,14:27:17,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/11/2021,14:41:00,23,Female,Chose not to Disclose,English,Eugene,Police Assist
6/11/2021,15:46:00,27,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,5:25:00,63,Female,Chose not to Disclose,English,Springfield,Public Assist
6/12/2021,7:20:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/12/2021,7:52:00,Unavailable,Male,White,English,Springfield,Public Assist
6/12/2021,9:50:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
6/12/2021,10:10:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
6/12/2021,11:10:00,Unavailable,Female,Chose not to Disclose,English,Springfield,Check Welfare
6/12/2021,12:00:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
6/12/2021,13:40:00,Unavailable,Male,White,English,Springfield,Check Welfare
6/12/2021,12:40:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
6/12/2021,14:05:00,27,Male,White,English,Springfield,Check Welfare
6/12/2021,17:09:22,Unavailable,Chose not to Disclose,White,English,Eugene,Check Welfare
6/12/2021,17:28:31,64,Male,White,English,Eugene,Public Assist
6/12/2021,17:55:26,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
6/12/2021,18:02:27,39,Male,White,English,Eugene,Check Welfare
6/12/2021,18:21:21,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,18:35:35,47,Female,White,English,Eugene,Check Welfare
6/12/2021,19:28:14,36,Female,White,English,Eugene,Check Welfare
6/12/2021,19:55:08,21,Male,White,English,Eugene,Check Welfare
6/12/2021,20:09:09,49,Male,White,English,Eugene,Public Assist
6/12/2021,21:38:54,25,Female,White,English,Eugene,Check Welfare
6/12/2021,22:07:27,38,Male,Two or More Unspecified Race,English,Eugene,Public Assist
6/12/2021,23:10:21,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,23:17:29,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/12/2021,23:27:21,20,Female,Other Single Race,English,Eugene,Check Welfare
6/13/2021,0:47:00,32,Male,White,English,Eugene,Check Welfare
6/13/2021,2:05:00,49,Female,White,English,Eugene,Public Assist
6/13/2021,2:43:58,16,Female,White,English,Eugene,Police Assist
6/13/2021,3:54:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/13/2021,4:09:57,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,4:19:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,18:47:33,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/12/2021,18:54:07,52,Male,White,English,Springfield,Check Welfare
6/12/2021,21:36:21,41,Female,White,English,Springfield,Public Assist
6/12/2021,22:13:24,49,Female,White,English,Springfield,Public Assist
6/12/2021,22:55:36,30,Male,White,English,Springfield,Public Assist
6/12/2021,23:20:13,Unavailable,Male,White,English,Springfield,Fire Assist
6/12/2021,23:53:25,57,Female,White,English,Springfield,Police Assist
6/13/2021,0:30:24,Unavailable,Female,White,English,Springfield,Public Assist
6/13/2021,1:21:49,30,Male,White,English,Springfield,Public Assist
6/12/2021,5:18:51,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/12/2021,5:27:00,29,Male,White,English,Eugene,Public Assist
6/12/2021,6:14:57,27,Male,Two or More Unspecified Race,English,Eugene,Public Assist
6/12/2021,6:36:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,6:47:30,46,Male,White,English,Eugene,Public Assist
6/12/2021,7:01:00,64,Male,White,English,Eugene,Public Assist
6/12/2021,7:24:09,43,Male,Chose not to Disclose,English,Eugene,Public Assist
6/12/2021,8:10:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/12/2021,8:33:08,Unavailable,Male,White,English,Eugene,Public Assist
6/12/2021,9:36:00,35,Male,White,English,Eugene,Police Assist
6/12/2021,11:16:37,Unavailable,Female,White,English,Eugene,Check Welfare
6/12/2021,12:09:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,12:17:48,21,Female,White,English,Eugene,Public Assist
6/12/2021,14:39:00,Unavailable,Female,White,English,Eugene,Check Welfare
6/12/2021,16:01:31,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/12/2021,16:12:18,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,16:18:38,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,16:24:52,Unavailable,Male,White,English,Eugene,Public Assist
6/13/2021,5:03:00,30,Male,Chose not to Disclose,English,Springfield,Public Assist
6/13/2021,5:35:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
6/13/2021,7:55:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Police Assist
6/13/2021,11:15:00,Unavailable,Female,White,English,Springfield,Check Welfare
6/13/2021,12:15:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
6/13/2021,12:50:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
6/13/2021,13:20:00,Unavailable,Female,White,English,Springfield,Public Assist
6/13/2021,14:03:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/13/2021,13:55:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/13/2021,11:08:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,11:30:24,39,Male,White,English,Eugene,Police Assist
6/13/2021,12:21:06,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,12:24:48,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
6/13/2021,12:42:22,61,Male,Black or African American,English,Eugene,Police Assist
6/13/2021,13:24:56,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,13:26:21,31,Female,White,English,Eugene,Police Assist
6/13/2021,15:15:39,27,Female,American Indian,English,Eugene,Check Welfare
6/13/2021,16:34:28,32,Female,White,English,Eugene,Suicidal Subject
6/13/2021,20:25:20,11,Male (Assigned Female at Birth),White,English,Eugene,Police Assist
6/13/2021,21:40:43,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,22:04:42,17,Male,Two or More Unspecified Race,English,Eugene,Police Assist
6/13/2021,17:15:00,34,Female,American Indian,English,Springfield,Check Welfare
6/13/2021,18:00:00,86,Female,White,English,Springfield,Check Welfare
6/13/2021,19:40:00,74,Female,Black or African American,English,Springfield,Public Assist
6/13/2021,21:50:00,12,Female,Chose not to Disclose,English,Springfield,Check Welfare
6/13/2021,23:17:43,13,Female,Chose not to Disclose,English,Springfield,Transport
6/14/2021,23:45:00,63,Female,Chose not to Disclose,English,Springfield,Check Welfare
6/14/2021,2:12:46,60,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/14/2021,2:43:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/13/2021,5:04:00,Unavailable,Female,Chose not to Disclose,English,Eugene,Transport
6/13/2021,5:21:07,48,Male,White,English,Eugene,Public Assist
6/13/2021,6:06:28,27,Female,Chose not to Disclose,English,Eugene,Police Assist
6/13/2021,6:29:10,31,Male,White,English,Eugene,Public Assist
6/13/2021,6:57:04,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/13/2021,7:22:40,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,8:31:59,58,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,9:22:55,35,Male,White,English,Eugene,Public Assist
6/13/2021,9:50:04,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,10:04:57,78,Male,Black or African American,English,Eugene,Check Welfare
6/13/2021,11:44:25,46,Male,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,11:56:44,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,12:31:55,Unavailable,Male,White,English,Eugene,Check Welfare
6/13/2021,13:33:29,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
6/13/2021,13:59:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,14:17:12,32,Male,Chose not to Disclose,English,Eugene,Police Assist
6/13/2021,15:00:20,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
6/13/2021,15:30:40,15,Male,Chose not to Disclose,English,Eugene,Police Assist
6/14/2021,5:38:00,35,Male,White,English,Eugene,Check Welfare
6/14/2021,3:11:39,57,Female,Chose not to Disclose,English,Springfield,Check Welfare
6/14/2021,6:43:00,13,Male,Two or More Unspecified Race,English,Springfield,Public Assist
6/14/2021,8:03:00,13,Female,Chose not to Disclose,English,Springfield,Public Assist
6/14/2021,8:21:00,Unavailable,Male,White,English,Springfield,Public Assist
6/14/2021,9:15:00,56,Female,White,English,Springfield,Public Assist
6/11/2021,11:09:02,40,Female,Chose not to Disclose,English,Eugene,Suicidal Subject
6/11/2021,11:48:49,65,Male,Black or African American,English,Eugene,Check Welfare
6/11/2021,12:43:17,Unavailable,Male,Chose not to Disclose,English,Eugene,Transport
6/11/2021,12:58:13,50,Female,White,English,Eugene,Public Assist
6/11/2021,13:34:26,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/11/2021,13:49:04,49,Male,White,English,Eugene,Check Welfare
6/11/2021,15:16:33,Unavailable,Male,Chose not to Disclose,English,Eugene,Transport
6/11/2021,15:22:32,35,Male,White,English,Eugene,Check Welfare
6/11/2021,16:00:00,38,Female,White,English,Eugene,Check Welfare
6/11/2021,16:48:00,29,Male,White,English,Eugene,Public Assist
6/11/2021,17:25:37,22,Female,White,English,Eugene,Suicidal Subject
6/11/2021,17:59:48,25,Male,White,English,Eugene,Check Welfare
6/11/2021,19:10:15,35,Male,White,English,Eugene,Check Welfare
6/11/2021,21:09:35,40,Male,White,English,Eugene,Public Assist
6/11/2021,21:39:07,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/11/2021,21:43:52,28,Female,White,English,Eugene,Police Assist
6/11/2021,22:37:04,27,Male,Two or More Unspecified Race,English,Eugene,Transport
6/13/2021,17:25:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,17:32:00,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,17:45:00,50,Female (Assigned Male at Birth),Chose not to Disclose,English,Eugene,EMS Assist
6/13/2021,18:06:00,43,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,18:19:00,60,Female,White,English,Eugene,Transport
6/13/2021,18:43:00,50,Female,White,English,Eugene,Public Assist
6/13/2021,19:15:00,26,Female,White,English,Eugene,Check Welfare
6/13/2021,19:50:00,20,Male,Black or African American,English,Eugene,Transport
6/13/2021,20:13:00,7,Female,White,English,Eugene,Police Assist
6/13/2021,21:14:00,43,Male,White,English,Eugene,Check Welfare
6/13/2021,21:37:00,32,Male,White,English,Eugene,Public Assist
6/13/2021,22:30:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/13/2021,22:37:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/13/2021,22:44:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/13/2021,22:50:00,Unavailable,Female,Two or More Unspecified Race,English,Eugene,Police Assist
6/13/2021,23:15:00,68,Male,White,English,Eugene,Public Assist
6/14/2021,0:16:41,32,Male,White,English,Eugene,Police Assist
6/14/2021,0:45:00,29,Female,Black or African American,English,Eugene,Police Assist
6/14/2021,1:05:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,1:19:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/14/2021,1:25:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/14/2021,1:35:00,23,Female,White,English,Eugene,Police Assist
6/14/2021,2:16:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,2:23:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,2:30:00,40,Male,White,English,Eugene,Public Assist
6/14/2021,2:45:00,Unavailable,Female,White,English,Eugene,Public Assist
6/14/2021,3:12:00,55,Male,White,English,Eugene,Check Welfare
6/12/2021,11:04:29,56,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,11:23:18,72,Male,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,15:56:25,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,12:39:27,12,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
6/12/2021,13:00:00,43,Male,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,13:59:48,39,Male,Asian,English,Eugene,Check Welfare
6/12/2021,14:20:30,35,Male,White,English,Eugene,Check Welfare
6/12/2021,15:20:00,68,Female,Two or More Unspecified Race,English,Eugene,Transport
6/12/2021,14:51:00,32,Male,White,English,Eugene,Check Welfare
6/12/2021,15:02:00,27,Male,White,English,Eugene,Check Welfare
6/12/2021,16:09:53,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,15:50:00,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,16:22:00,66,Male,White,English,Eugene,Check Welfare
6/12/2021,17:28:08,18,Male,White,English,Eugene,Police Assist
6/12/2021,19:00:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,19:20:00,36,Male,Chose not to Disclose,English,Eugene,Suicidal Subject
6/12/2021,21:45:00,38,Male,Two or More Unspecified Race,English,Eugene,Suicidal Subject
6/12/2021,20:50:00,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/12/2021,22:38:46,50,Female,White,English,Eugene,Suicidal Subject
6/14/2021,12:57:25,38,Male,White,English,Eugene,Check Welfare
6/14/2021,11:48:48,75,Male,White,English,Eugene,Public Assist
6/14/2021,11:16:09,21,Male,White,English,Eugene,Check Welfare
6/14/2021,13:21:01,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,13:36:24,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,14:03:45,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,16:02:00,60,Female,White,English,Eugene,Police Assist
6/14/2021,9:50:00,64,Male,White,English,Springfield,Police Assist
6/14/2021,11:09:00,Unavailable,Male,White,English,Springfield,Public Assist
6/14/2021,11:45:00,Unavailable,Male,White,English,Springfield,Public Assist
6/14/2021,12:15:00,Unavailable,Male,White,English,Springfield,Public Assist
6/14/2021,14:10:00,Unavailable,Female,White,English,Springfield,Public Assist
6/14/2021,15:08:00,Unavailable,Male,White,English,Springfield,Public Assist
6/14/2021,16:10:00,Unavailable,Male,White,English,Springfield,Check Welfare
6/10/2021,5:06:01,29,Male,Two or More Unspecified Race,English,Eugene,Police Assist
6/10/2021,6:14:53,36,Male,White,English,Eugene,Check Welfare
6/10/2021,7:54:24,67,Female,American Indian,English,Eugene,Check Welfare
6/10/2021,8:40:55,20,Male,Chose not to Disclose,English,Eugene,Check Welfare
6/10/2021,8:56:35,39,Male,Black or African American,English,Eugene,Check Welfare
6/10/2021,10:20:00,59,Female,Chose not to Disclose,English,Eugene,Public Assist
6/10/2021,10:52:21,35,Female (Assigned Male at Birth),Chose not to Disclose,English,Eugene,Check Welfare
6/10/2021,11:39:05,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/10/2021,12:45:08,43,Male,White,English,Eugene,Public Assist
6/10/2021,13:15:26,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
6/10/2021,13:50:35,70,Female,White,English,Eugene,Suicidal Subject
6/10/2021,15:31:14,69,Female,White,English,Eugene,Police Assist
6/14/2021,17:10:54,39,Male,Chose not to Disclose,English,Eugene,Transport
6/14/2021,18:01:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,18:19:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,18:33:47,24,Male,White,English,Eugene,Check Welfare
6/14/2021,19:00:28,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/14/2021,19:30:21,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
6/14/2021,19:52:26,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,20:25:00,22,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
6/14/2021,21:38:29,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,22:03:28,Unavailable,Chose not to Disclose,Black or African American,English,Eugene,Check Welfare
6/14/2021,22:20:55,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/15/2021,5:24:41,52,Male,White,English,Eugene,Police Assist
6/15/2021,8:21:27,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
6/15/2021,9:03:00,31,Male,Chose not to Disclose,English,Eugene,Police Assist
6/15/2021,9:11:43,31,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/15/2021,9:21:08,34,Male,White,English,Eugene,Police Assist
6/15/2021,10:16:22,62,Male,White,English,Eugene,Check Welfare
6/15/2021,11:14:38,32,Male,White,English,Eugene,Check Welfare
6/15/2021,12:16:54,40,Male,White,English,Eugene,Check Welfare
6/15/2021,12:57:48,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/15/2021,13:06:56,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/15/2021,13:35:35,55,Chose not to Disclose,White,English,Eugene,Police Assist
6/15/2021,14:22:21,58,Male,White,English,Eugene,Police Assist
6/15/2021,16:01:26,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
6/15/2021,16:04:55,32,Male,White,English,Eugene,Transport
6/15/2021,18:43:00,28,Female,White,English,Eugene,Police Assist
6/15/2021,20:31:00,Unavailable,Male,White,English,Eugene,Public Assist
6/15/2021,21:11:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/15/2021,21:32:00,33,Male,White,English,Eugene,Check Welfare
6/15/2021,21:49:00,50,Female (Assigned Male at Birth),White,English,Eugene,Check Welfare
6/15/2021,22:30:00,49,Female,White,English,Eugene,Police Assist
6/15/2021,23:55:00,Unavailable,Male,White,English,Eugene,Public Assist
6/16/2021,0:29:00,Unavailable,Male,White,English,Eugene,Public Assist
6/16/2021,1:06:00,43,Male,White,English,Eugene,Check Welfare
6/16/2021,2:16:00,40,Male,White,English,Eugene,Check Welfare
6/16/2021,3:32:00,21,Male,Black or African American,English,Eugene,Police Assist
6/14/2021,17:13:35,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
6/14/2021,20:48:09,42,Male,White,English,Springfield,Public Assist
6/14/2021,22:15:48,60,Female,White,English,Springfield,Public Assist
6/14/2021,23:00:00,19,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/14/2021,23:36:00,60,Male,White,English,Springfield,Check Welfare
6/15/2021,0:35:00,30,Female,White,English,Eugene,Public Assist
6/15/2021,1:34:00,60,Female,White,English,Springfield,Public Assist
6/15/2021,3:00:00,35,Male,White,English,Springfield,Public Assist
6/15/2021,3:35:00,52,Male,White,English,Springfield,Public Assist
6/15/2021,6:00:00,Unavailable,Male,White,English,Springfield,Public Assist
6/15/2021,7:00:00,Unavailable,Male,White,English,Springfield,Public Assist
6/15/2021,7:50:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
6/15/2021,9:10:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Police Assist
6/15/2021,10:10:00,Unavailable,Female,Chose not to Disclose,English,Springfield,Public Assist
6/15/2021,11:10:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
6/15/2021,12:10:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/15/2021,12:34:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
6/15/2021,13:55:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
6/15/2021,16:15:00,Unavailable,Male,White,English,Springfield,Public Assist
6/15/2021,17:18:40,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/15/2021,18:13:43,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/15/2021,18:30:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
6/15/2021,18:51:48,28,Male,White,English,Springfield,Police Assist
6/15/2021,20:34:12,59,Female,White,English,Springfield,Check Welfare
6/15/2021,21:34:44,43,Female,Chose not to Disclose,English,Springfield,Check Welfare
6/15/2021,22:09:13,34,Female,American Indian,English,Springfield,Check Welfare
6/15/2021,23:26:20,58,Male,White,English,Springfield,Transport
6/14/2021,18:20:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/14/2021,18:34:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/14/2021,18:44:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/14/2021,18:50:00,Unavailable,Male,White,English,Eugene,Check Welfare
6/14/2021,18:57:00,77,Female,White,English,Eugene,Check Welfare
6/14/2021,19:16:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Transport
6/14/2021,19:24:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,19:33:00,81,Female,White,English,Eugene,Check Welfare
6/14/2021,19:49:00,5,Male,White,English,Eugene,Police Assist
6/14/2021,21:45:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/14/2021,22:02:00,58,Male,White,English,Eugene,Public Assist
6/14/2021,22:46:00,53,Female,White,English,Eugene,Public Assist
6/14/2021,23:05:00,65,Male,Chose not to Disclose,English,Eugene,Police Assist
6/14/2021,0:12:40,65,Female,White,English,Eugene,Public Assist
6/14/2021,23:20:00,23,Male,Black or African American,English,Eugene,Police Assist
6/15/2021,1:00:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/15/2021,1:08:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/15/2021,1:26:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/15/2021,3:12:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Counseling
6/15/2021,1:40:00,30,Female,White,English,Eugene,Police Assist
6/15/2021,2:40:00,60,Female,White,English,Eugene,Police Assist
6/15/2021,3:29:00,24,Male,White,English,Eugene,Public Assist
6/15/2021,11:04:09,32,Male,Chose not to Disclose,English,Eugene,Police Assist
6/15/2021,11:33:23,35,Male,Other Single Race,English,Eugene,Check Welfare
6/15/2021,11:53:42,76,Male,White,English,Eugene,Public Assist
6/15/2021,12:40:17,32,Male,White,English,Eugene,Public Assist
6/15/2021,13:24:53,59,Female,White,English,Eugene,Public Assist
6/15/2021,15:29:27,57,Male,White,English,Eugene,Check Welfare
6/15/2021,16:10:23,Unavailable,Female,Chose not to Disclose,English,Eugene,Public Assist
6/15/2021,16:41:42,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
6/15/2021,16:53:08,Unavailable,Male,White,English,Eugene,Check Welfare
6/15/2021,17:04:43,29,Female,Black or African American,English,Eugene,Public Assist
6/15/2021,17:51:29,13,Male,White,English,Eugene,Public Assist
6/15/2021,19:17:17,22,Female (Assigned Male at Birth),White,English,Eugene,Check Welfare
6/15/2021,21:13:47,Unavailable,Female,White,English,Eugene,Check Welfare
6/15/2021,21:37:23,Unavailable,Male,White,English,Eugene,Check Welfare
6/15/2021,21:47:13,40,Male,White,English,Eugene,Police Assist
6/16/2021,5:12:19,58,Male,White,English,Eugene,Police Assist
6/16/2021,5:34:14,40,Male,Chose not to Disclose,English,Eugene,Police Assist
6/16/2021,6:29:18,50,Female,White,English,Eugene,Police Assist
6/16/2021,6:32:49,18,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/16/2021,7:27:23,23,Male,Black or African American,English,Eugene,Police Assist
6/16/2021,8:15:17,69,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
6/16/2021,8:53:03,76,Male,White,English,Eugene,Check Welfare
6/16/2021,9:10:32,35,Male,Chose not to Disclose,English,Eugene,Police Assist
6/16/2021,10:40:33,32,Female,White,English,Eugene,Check Welfare
6/16/2021,12:14:14,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
6/16/2021,12:15:38,Unavailable,Female,White,English,Eugene,Check Welfare
6/16/2021,13:08:53,52,Male,White,English,Eugene,Public Assist
6/16/2021,13:36:34,52,Male,White,English,Eugene,Check Welfare
6/16/2021,14:08:01,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
6/16/2021,14:25:26,Unavailable,Male,Other Single Race,English,Eugene,Check Welfare
6/16/2021,14:47:35,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
6/16/2021,15:33:24,51,Female,White,English,Eugene,Fire Assist
6/16/2021,7:10:00,Unavailable,Female,Chose not to Disclose,English,Springfield,Police Assist
6/16/2021,8:20:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
6/16/2021,11:20:00,Unavailable,Female,White,English,Springfield,Police Assist
6/16/2021,14:20:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Fire Assist
6/16/2021,15:30:00,Unavailable,Female,White,English,Springfield,Check Welfare
6/16/2021,16:00:00,Unavailable,Male,White,English,Springfield,Check Welfare
6/16/2021,4:25:00,Unavailable,Female,Chose not to Disclose,English,Springfield,Public Assist
6/16/2021,11:04:22,55,Male,White,English,Eugene,Check Welfare
6/16/2021,12:02:38,63,Male,White,English,Eugene,Check Welfare
